Data,ID_Veiculo,KM Percorridos,ValorAbastecimento,ValorManutencao,CustoFixo,CustoTotal
7/2020,5235,111,R$ 42.76,R$ 16.62,R$ 125.02,R$ 184.39
7/2020,5245,55,R$ 44.45,R$ 20.44,R$ 161.20,R$ 226.08
7/2020,5255,222,R$ 673.99,R$ 282.02,"R$ 1,994.64","R$ 2,950.66"
7/2020,5265,55,R$ 20.05,R$ 9.22,R$ 67.01,R$ 96.28
7/2020,5275,55,R$ 15.97,R$ 7.90,R$ 51.18,R$ 75.05
7/2020,5285,111,R$ 54.95,R$ 24.68,R$ 142.19,R$ 221.82
7/2020,5305,55,R$ 4.06,R$ 1.84,R$ 13.68,R$ 19.57
7/2020,5315,222,R$ 239.06,R$ 99.07,R$ 928.31,"R$ 1,266.44"
7/2020,5325,55,R$ 0.32,R$ 0.14,R$ 0.85,R$ 1.32
7/2020,5355,111,R$ 15.85,R$ 5.89,R$ 52.22,R$ 73.97
7/2020,5375,55,R$ 12.38,R$ 6.53,R$ 31.54,R$ 50.45
7/2020,5385,222,"R$ 2,010.06",R$ 898.85,"R$ 6,951.80","R$ 9,860.71"
7/2020,5405,55,R$ 12.52,R$ 4.85,R$ 47.41,R$ 64.78
7/2020,5415,55,R$ 0.16,R$ 0.07,R$ 0.48,R$ 0.71
7/2020,5425,111,"R$ 2,240.77","R$ 1,035.20","R$ 8,857.25","R$ 12,133.22"
7/2020,5435,55,R$ 25.27,R$ 11.46,R$ 81.76,R$ 118.49
7/2020,5445,111,R$ 134.54,R$ 60.17,R$ 360.01,R$ 554.72
7/2020,5455,55,R$ 9.85,R$ 4.10,R$ 27.32,R$ 41.28
7/2020,5475,111,R$ 24.41,R$ 8.89,R$ 56.22,R$ 89.52
7/2020,5485,55,R$ 80.74,R$ 34.12,R$ 339.10,R$ 453.95
7/2020,5495,222,R$ 562.52,R$ 256.30,"R$ 1,353.12","R$ 2,171.94"
7/2020,5505,222,"R$ 2,292.20",R$ 954.54,"R$ 5,847.79","R$ 9,094.54"
7/2020,5515,111,R$ 32.75,R$ 12.73,R$ 84.48,R$ 129.96
7/2020,5525,111,R$ 196.58,R$ 92.94,R$ 480.49,R$ 770.02
7/2020,5535,55,R$ 255.29,R$ 109.40,R$ 704.77,"R$ 1,069.46"
7/2020,5545,55,R$ 730.76,R$ 384.91,"R$ 2,986.09","R$ 4,101.77"
7/2020,5575,111,R$ 107.32,R$ 40.70,R$ 276.11,R$ 424.13
7/2020,5585,111,R$ 35.18,R$ 14.45,R$ 88.99,R$ 138.62
7/2020,5605,55,R$ 3.22,R$ 1.72,R$ 11.86,R$ 16.79
7/2020,5645,55,R$ 15.29,R$ 6.67,R$ 56.17,R$ 78.13
7/2020,5655,111,R$ 378.06,R$ 197.38,"R$ 1,001.09","R$ 1,576.52"
7/2020,5665,55,R$ 38.70,R$ 18.55,R$ 169.94,R$ 227.20
7/2020,5675,55,R$ 20.33,R$ 7.49,R$ 69.78,R$ 97.60
7/2020,5685,166,R$ 50.99,R$ 23.23,R$ 157.70,R$ 231.92
7/2020,5705,55,R$ 30.26,R$ 14.58,R$ 75.70,R$ 120.54
7/2020,5725,111,R$ 239.35,R$ 109.56,R$ 705.19,"R$ 1,054.10"
7/2020,5735,55,R$ 19.61,R$ 9.10,R$ 79.63,R$ 108.34
7/2020,5745,55,R$ 1.14,R$ 0.41,R$ 3.80,R$ 5.35
7/2020,5765,55,"R$ 7,341.17","R$ 3,086.63","R$ 22,571.56","R$ 32,999.35"
7/2020,5775,55,R$ 32.75,R$ 14.38,R$ 112.09,R$ 159.22
7/2020,5785,111,R$ 83.65,R$ 39.91,R$ 348.04,R$ 471.60
7/2020,5795,222,"R$ 1,031.56",R$ 515.00,"R$ 3,139.99","R$ 4,686.55"
7/2020,5805,55,R$ 0.68,R$ 0.31,R$ 2.36,R$ 3.36
7/2020,5815,55,"R$ 1,436.84",R$ 526.06,"R$ 3,793.39","R$ 5,756.29"
7/2020,5835,166,R$ 34.96,R$ 15.71,R$ 107.17,R$ 157.84
7/2020,5845,55,R$ 0.68,R$ 0.28,R$ 2.86,R$ 3.82
7/2020,5855,55,R$ 33.62,R$ 17.78,R$ 103.91,R$ 155.32
7/2020,5865,222,R$ 322.66,R$ 114.54,"R$ 1,146.85","R$ 1,584.05"
7/2020,5885,55,R$ 3.67,R$ 1.43,R$ 10.37,R$ 15.47
7/2020,5905,55,R$ 41.32,R$ 22.04,R$ 147.13,R$ 210.49
7/2020,5915,55,R$ 20.36,R$ 8.69,R$ 78.94,R$ 107.99
7/2020,5925,111,R$ 51.82,R$ 25.98,R$ 157.22,R$ 235.02
7/2020,5935,166,R$ 108.56,R$ 39.55,R$ 362.63,R$ 510.74
7/2020,5945,111,R$ 15.47,R$ 5.99,R$ 49.14,R$ 70.60
7/2020,5955,55,R$ 15.43,R$ 7.96,R$ 66.55,R$ 89.94
7/2020,5965,166,R$ 337.57,R$ 129.34,R$ 983.10,"R$ 1,450.01"
7/2020,5975,111,R$ 376.26,R$ 139.87,R$ 901.82,"R$ 1,417.96"
7/2020,5985,111,R$ 139.07,R$ 55.70,R$ 578.15,R$ 772.92
7/2020,5995,111,R$ 459.98,R$ 196.20,"R$ 1,721.29","R$ 2,377.48"
7/2020,6005,55,R$ 37.52,R$ 19.60,R$ 113.90,R$ 171.02
7/2020,6035,166,R$ 538.61,R$ 205.32,"R$ 1,786.43","R$ 2,530.36"
7/2020,6045,55,"R$ 1,926.37",R$ 944.53,"R$ 8,299.93","R$ 11,170.84"
7/2020,6065,111,R$ 37.46,R$ 15.68,R$ 102.70,R$ 155.84
7/2020,6075,130,R$ 185.64,R$ 92.69,R$ 591.46,R$ 869.78
7/2020,6085,187,R$ 788.09,R$ 362.40,"R$ 2,697.31","R$ 3,847.80"
7/2020,6095,370,R$ 503.77,R$ 254.92,"R$ 1,753.51","R$ 2,512.20"
7/2020,6105,420,"R$ 3,077.23","R$ 1,103.80","R$ 12,344.76","R$ 16,525.79"
7/2020,6115,209,R$ 78.35,R$ 35.87,R$ 282.35,R$ 396.56
7/2020,6125,72,R$ 57.98,R$ 25.20,R$ 195.02,R$ 278.21
7/2020,6135,232,R$ 212.53,R$ 112.94,R$ 607.10,R$ 932.58
7/2020,6145,319,R$ 106.58,R$ 38.82,R$ 306.16,R$ 451.56
7/2020,6155,357,R$ 159.08,R$ 63.72,R$ 382.63,R$ 605.44
7/2020,6165,360,R$ 73.07,R$ 27.43,R$ 176.36,R$ 276.86
7/2020,6175,223,R$ 313.87,R$ 147.71,"R$ 1,235.39","R$ 1,696.97"
7/2020,6185,304,R$ 204.12,R$ 85.42,R$ 547.28,R$ 836.82
7/2020,6195,218,R$ 117.73,R$ 48.10,R$ 323.35,R$ 489.18
7/2020,6205,166,R$ 48.41,R$ 24.71,R$ 174.72,R$ 247.84
7/2020,6215,222,R$ 269.75,R$ 106.46,R$ 774.28,"R$ 1,150.49"
7/2020,6225,222,"R$ 1,003.70",R$ 378.80,"R$ 2,394.84","R$ 3,777.35"
7/2020,6235,260,R$ 223.32,R$ 96.62,R$ 626.65,R$ 946.60
7/2020,6245,158,R$ 727.93,R$ 360.16,"R$ 1,813.49","R$ 2,901.58"
7/2020,6255,86,R$ 36.61,R$ 13.88,R$ 148.30,R$ 198.79
7/2020,6265,309,R$ 208.42,R$ 109.30,R$ 785.47,"R$ 1,103.18"
7/2020,6275,234,R$ 59.53,R$ 27.89,R$ 260.86,R$ 348.28
7/2020,6285,134,R$ 374.57,R$ 140.66,R$ 991.31,"R$ 1,506.54"
7/2020,6295,78,R$ 17.21,R$ 8.66,R$ 51.60,R$ 77.47
7/2020,6305,229,R$ 43.73,R$ 21.34,R$ 172.38,R$ 237.44
7/2020,6315,275,R$ 227.17,R$ 105.43,R$ 620.42,R$ 953.03
7/2020,6325,111,R$ 34.33,R$ 17.36,R$ 93.53,R$ 145.22
7/2020,6335,267,R$ 229.78,R$ 105.66,R$ 939.97,"R$ 1,275.41"
7/2020,6345,174,R$ 368.75,R$ 171.94,"R$ 1,128.08","R$ 1,668.77"
7/2020,6355,377,R$ 90.25,R$ 43.45,R$ 282.82,R$ 416.52
7/2020,6365,379,R$ 353.69,R$ 139.60,"R$ 1,433.63","R$ 1,926.91"
7/2020,6375,44,R$ 84.32,R$ 32.15,R$ 254.45,R$ 370.92
7/2020,6385,222,R$ 40.80,R$ 19.91,R$ 142.34,R$ 203.05
7/2020,6395,240,R$ 66.92,R$ 34.48,R$ 249.48,R$ 350.88
7/2020,6405,156,R$ 115.33,R$ 50.84,R$ 414.86,R$ 581.04
7/2020,6415,158,R$ 31.07,R$ 16.58,R$ 78.74,R$ 126.40
7/2020,6425,111,R$ 114.97,R$ 54.61,R$ 492.85,R$ 662.44
7/2020,6435,309,R$ 205.62,R$ 105.46,R$ 754.25,"R$ 1,065.32"
7/2020,6445,363,"R$ 1,404.94",R$ 530.24,"R$ 4,188.80","R$ 6,123.98"
7/2020,6455,111,R$ 149.96,R$ 54.91,R$ 345.88,R$ 550.75
7/2020,6465,210,"R$ 1,254.96",R$ 601.49,"R$ 3,300.35","R$ 5,156.80"
7/2020,6475,55,R$ 55.43,R$ 23.30,R$ 162.05,R$ 240.78
7/2020,6485,126,R$ 55.82,R$ 29.02,R$ 159.65,R$ 244.49
7/2020,6495,111,R$ 10.03,R$ 4.37,R$ 26.62,R$ 41.02
7/2020,6505,214,R$ 74.50,R$ 28.40,R$ 291.37,R$ 394.27
7/2020,6525,108,"R$ 1,990.31",R$ 857.06,"R$ 7,777.15","R$ 10,624.52"
7/2020,6535,323,R$ 918.18,R$ 344.80,"R$ 2,264.88","R$ 3,527.86"
7/2020,6545,370,R$ 66.84,R$ 27.56,R$ 158.02,R$ 252.42
7/2020,6555,204,R$ 77.42,R$ 36.94,R$ 244.13,R$ 358.49
7/2020,6565,228,R$ 72.47,R$ 38.00,R$ 227.38,R$ 337.85
7/2020,6575,535,R$ 125.68,R$ 65.90,R$ 365.35,R$ 556.93
7/2020,6585,332,R$ 105.20,R$ 50.89,R$ 458.46,R$ 614.56
7/2020,6595,141,R$ 12.23,R$ 4.68,R$ 29.17,R$ 46.08
7/2020,6605,270,R$ 344.52,R$ 132.65,"R$ 1,009.34","R$ 1,486.51"
7/2020,6615,250,R$ 155.92,R$ 58.85,R$ 634.10,R$ 848.87
7/2020,6625,573,R$ 363.49,R$ 171.05,R$ 946.19,"R$ 1,480.73"
7/2020,6635,116,R$ 109.87,R$ 42.52,R$ 355.57,R$ 507.96
7/2020,6645,143,R$ 102.97,R$ 48.67,R$ 299.69,R$ 451.33
7/2020,6655,55,R$ 174.13,R$ 83.84,R$ 460.62,R$ 718.60
7/2020,6665,55,R$ 186.76,R$ 91.56,R$ 804.64,"R$ 1,082.95"
7/2020,6675,378,"R$ 1,513.96",R$ 540.25,"R$ 5,846.59","R$ 7,900.80"
7/2020,6685,238,R$ 272.32,R$ 133.51,"R$ 1,125.60","R$ 1,531.43"
7/2020,6695,289,R$ 186.65,R$ 94.03,R$ 803.02,"R$ 1,083.70"
7/2020,6705,260,R$ 552.06,R$ 278.10,"R$ 1,590.13","R$ 2,420.29"
7/2020,6715,218,R$ 189.29,R$ 66.85,R$ 426.89,R$ 683.03
7/2020,6725,55,R$ 34.93,R$ 18.15,R$ 117.59,R$ 170.67
7/2020,6745,111,R$ 80.99,R$ 38.64,R$ 216.41,R$ 336.04
7/2020,6755,277,R$ 113.21,R$ 53.51,R$ 489.68,R$ 656.40
7/2020,6765,166,R$ 535.39,R$ 207.17,"R$ 1,331.65","R$ 2,074.21"
7/2020,6775,55,R$ 14.21,R$ 7.16,R$ 50.84,R$ 72.21
7/2020,6785,55,R$ 14.08,R$ 5.86,R$ 36.08,R$ 56.03
7/2020,6795,55,R$ 22.12,R$ 9.29,R$ 77.28,R$ 108.69
7/2020,6805,55,R$ 22.01,R$ 11.44,R$ 99.28,R$ 132.73
7/2020,6815,166,R$ 12.68,R$ 6.13,R$ 45.38,R$ 64.18
7/2020,6825,111,R$ 25.43,R$ 10.85,R$ 92.86,R$ 129.15
7/2020,6835,222,R$ 437.14,R$ 173.39,"R$ 1,256.53","R$ 1,867.06"
7/2020,6855,111,R$ 83.93,R$ 42.67,R$ 314.51,R$ 441.12
7/2020,6865,332,R$ 299.22,R$ 117.52,R$ 724.99,"R$ 1,141.72"
7/2020,6875,55,R$ 22.34,R$ 11.72,R$ 61.89,R$ 95.94
7/2020,6885,55,R$ 10.61,R$ 5.26,R$ 33.42,R$ 49.29
7/2020,6895,55,R$ 3.82,R$ 1.95,R$ 11.76,R$ 17.53
7/2020,6905,222,R$ 101.54,R$ 38.32,R$ 389.91,R$ 529.78
7/2020,6915,111,R$ 6.22,R$ 2.61,R$ 23.75,R$ 32.57
7/2020,6925,166,R$ 97.09,R$ 34.65,R$ 380.85,R$ 512.59
7/2020,6935,166,R$ 115.63,R$ 43.20,R$ 464.04,R$ 622.88
7/2020,6945,111,R$ 22.90,R$ 8.18,R$ 87.54,R$ 118.62
7/2020,6955,111,R$ 113.83,R$ 44.71,R$ 349.59,R$ 508.12
7/2020,6965,166,R$ 9.87,R$ 4.37,R$ 38.32,R$ 52.56
7/2020,6975,111,R$ 24.95,R$ 10.95,R$ 106.54,R$ 142.43
7/2020,6985,55,R$ 15.05,R$ 6.86,R$ 47.21,R$ 69.12
7/2020,6995,222,R$ 90.21,R$ 47.72,R$ 228.91,R$ 366.84
7/2020,7005,222,R$ 209.70,R$ 109.48,R$ 828.96,"R$ 1,148.15"
7/2020,7035,166,R$ 56.85,R$ 28.51,R$ 242.95,R$ 328.31
7/2020,7045,166,R$ 91.35,R$ 45.00,R$ 386.08,R$ 522.43
7/2020,7055,166,R$ 27.94,R$ 14.77,R$ 82.18,R$ 124.89
7/2020,7065,111,R$ 425.03,R$ 210.30,"R$ 1,095.82","R$ 1,731.15"
7/2020,7075,55,R$ 0.85,R$ 0.31,R$ 2.36,R$ 3.52
7/2020,7085,55,R$ 106.48,R$ 52.45,R$ 360.42,R$ 519.35
7/2020,7095,55,R$ 8.54,R$ 4.13,R$ 29.58,R$ 42.24
7/2020,7105,166,R$ 98.08,R$ 43.04,R$ 282.65,R$ 423.76
7/2020,7115,55,R$ 21.56,R$ 9.47,R$ 63.56,R$ 94.59
7/2020,7125,111,R$ 101.30,R$ 40.38,R$ 327.46,R$ 469.14
7/2020,7135,166,R$ 32.56,R$ 14.09,R$ 110.42,R$ 157.08
7/2020,7145,111,R$ 90.77,R$ 34.77,R$ 251.47,R$ 377.02
7/2020,7155,111,R$ 38.31,R$ 19.29,R$ 160.57,R$ 218.17
7/2020,7175,111,R$ 10.09,R$ 3.83,R$ 38.03,R$ 51.95
7/2020,7185,111,R$ 65.38,R$ 23.44,R$ 236.54,R$ 325.37
7/2020,7195,111,R$ 44.89,R$ 20.36,R$ 110.16,R$ 175.41
7/2020,7205,166,R$ 702.21,R$ 314.01,"R$ 2,220.14","R$ 3,236.36"
7/2020,7215,55,R$ 26.82,R$ 13.64,R$ 93.95,R$ 134.41
8/2020,2025,296,"R$ 1,166.62",R$ 617.20,"R$ 4,922.24","R$ 6,706.06"
8/2020,2035,489,"R$ 1,099.50",R$ 433.98,"R$ 2,761.97","R$ 4,295.45"
8/2020,2045,687,R$ 765.26,R$ 323.30,"R$ 2,160.89","R$ 3,249.46"
8/2020,2055,650,R$ 642.27,R$ 280.54,"R$ 1,531.46","R$ 2,454.26"
8/2020,2065,392,R$ 936.26,R$ 369.54,"R$ 3,775.14","R$ 5,080.94"
8/2020,2075,443,R$ 139.42,R$ 60.61,R$ 371.50,R$ 571.53
8/2020,2085,518,R$ 731.96,R$ 331.93,"R$ 1,875.03","R$ 2,938.92"
8/2020,2095,240,R$ 65.13,R$ 29.26,R$ 207.19,R$ 301.58
8/2020,2105,290,R$ 62.41,R$ 26.50,R$ 171.82,R$ 260.72
8/2020,2115,274,"R$ 1,950.51",R$ 952.03,"R$ 5,093.43","R$ 7,995.98"
8/2020,2125,422,R$ 92.30,R$ 37.70,R$ 346.20,R$ 476.20
8/2020,2135,500,"R$ 1,126.55",R$ 532.58,"R$ 3,414.65","R$ 5,073.78"
8/2020,2145,198,R$ 109.26,R$ 43.99,R$ 438.43,R$ 591.68
8/2020,2155,409,R$ 830.88,R$ 357.79,"R$ 2,596.90","R$ 3,785.57"
8/2020,2165,289,R$ 235.47,R$ 84.03,R$ 829.76,"R$ 1,149.25"
8/2020,2175,413,R$ 67.76,R$ 25.57,R$ 156.23,R$ 249.57
8/2020,2185,309,"R$ 1,614.27",R$ 857.81,"R$ 5,686.61","R$ 8,158.69"
8/2020,2195,785,R$ 928.59,R$ 379.28,"R$ 3,265.10","R$ 4,572.97"
8/2020,2205,585,"R$ 1,134.35",R$ 461.07,"R$ 3,906.04","R$ 5,501.46"
8/2020,2215,573,"R$ 1,087.38",R$ 444.13,"R$ 2,630.22","R$ 4,161.73"
8/2020,2225,111,R$ 29.49,R$ 11.88,R$ 76.15,R$ 117.52
8/2020,2235,258,"R$ 1,075.75",R$ 445.82,"R$ 4,353.19","R$ 5,874.76"
8/2020,2245,551,R$ 823.73,R$ 426.24,"R$ 2,705.61","R$ 3,955.57"
8/2020,2255,275,"R$ 1,750.16",R$ 869.84,"R$ 4,865.72","R$ 7,485.72"
8/2020,2265,634,R$ 947.78,R$ 408.13,"R$ 2,752.90","R$ 4,108.81"
8/2020,2275,493,R$ 42.43,R$ 20.80,R$ 173.57,R$ 236.80
8/2020,2285,384,R$ 198.93,R$ 91.06,R$ 829.65,"R$ 1,119.64"
8/2020,2295,486,"R$ 2,928.74","R$ 1,549.45","R$ 9,092.08","R$ 13,570.27"
8/2020,2305,214,R$ 92.37,R$ 35.21,R$ 353.84,R$ 481.41
8/2020,2315,721,"R$ 1,025.13",R$ 396.69,"R$ 4,089.09","R$ 5,510.91"
8/2020,2325,373,R$ 205.90,R$ 86.57,R$ 841.17,"R$ 1,133.64"
8/2020,2335,836,R$ 452.73,R$ 174.32,"R$ 1,376.29","R$ 2,003.34"
8/2020,2345,648,R$ 849.25,R$ 357.08,"R$ 2,697.64","R$ 3,903.97"
8/2020,2355,111,R$ 33.10,R$ 14.46,R$ 122.30,R$ 169.86
8/2020,2365,332,R$ 261.24,R$ 97.61,R$ 706.00,"R$ 1,064.86"
8/2020,2375,55,R$ 9.09,R$ 4.49,R$ 25.92,R$ 39.50
8/2020,2385,595,R$ 257.80,R$ 128.13,R$ 812.59,"R$ 1,198.52"
8/2020,2395,264,R$ 49.12,R$ 23.23,R$ 142.98,R$ 215.33
8/2020,2405,401,R$ 704.33,R$ 377.60,"R$ 3,127.89","R$ 4,209.82"
8/2020,2415,422,R$ 346.09,R$ 151.89,R$ 844.29,"R$ 1,342.27"
8/2020,2425,519,R$ 161.09,R$ 83.36,R$ 695.75,R$ 940.21
8/2020,2435,605,R$ 815.08,R$ 394.24,"R$ 2,593.57","R$ 3,802.89"
8/2020,2445,418,R$ 987.91,R$ 437.65,"R$ 3,994.83","R$ 5,420.39"
8/2020,2455,342,R$ 337.70,R$ 127.45,R$ 894.94,"R$ 1,360.09"
8/2020,2465,384,R$ 600.48,R$ 226.63,"R$ 1,967.17","R$ 2,794.28"
8/2020,2475,198,R$ 750.42,R$ 353.14,"R$ 2,998.93","R$ 4,102.50"
8/2020,2485,866,"R$ 1,020.43",R$ 528.03,"R$ 3,495.37","R$ 5,043.84"
8/2020,2495,685,"R$ 1,549.17",R$ 699.27,"R$ 4,523.97","R$ 6,772.41"
8/2020,2505,848,"R$ 2,435.04",R$ 994.59,"R$ 7,188.41","R$ 10,618.05"
8/2020,2515,454,"R$ 3,902.94","R$ 1,586.42","R$ 13,570.93","R$ 19,060.30"
8/2020,2525,482,R$ 133.99,R$ 70.89,R$ 367.41,R$ 572.29
8/2020,2535,385,R$ 202.75,R$ 75.37,R$ 725.94,"R$ 1,004.06"
8/2020,2545,701,R$ 449.20,R$ 159.47,"R$ 1,504.77","R$ 2,113.44"
8/2020,2555,417,R$ 491.39,R$ 203.64,"R$ 1,591.24","R$ 2,286.27"
8/2020,2565,529,R$ 294.18,R$ 118.41,R$ 690.59,"R$ 1,103.18"
8/2020,2575,762,R$ 248.14,R$ 109.41,R$ 773.93,"R$ 1,131.48"
8/2020,2585,539,R$ 95.82,R$ 39.13,R$ 249.53,R$ 384.47
8/2020,2595,367,R$ 352.10,R$ 144.51,"R$ 1,003.72","R$ 1,500.34"
8/2020,2605,764,"R$ 1,939.67","R$ 1,026.19","R$ 5,204.55","R$ 8,170.41"
8/2020,2615,561,R$ 814.49,R$ 436.65,"R$ 2,167.26","R$ 3,418.40"
8/2020,2625,338,"R$ 1,676.90",R$ 792.76,"R$ 5,321.06","R$ 7,790.72"
8/2020,2635,998,"R$ 1,100.41",R$ 449.46,"R$ 3,204.36","R$ 4,754.24"
8/2020,2645,422,"R$ 2,417.84","R$ 1,240.02","R$ 6,391.19","R$ 10,049.04"
8/2020,2655,444,R$ 791.00,R$ 280.82,"R$ 1,938.91","R$ 3,010.73"
8/2020,2665,557,R$ 496.50,R$ 194.04,"R$ 1,618.95","R$ 2,309.49"
8/2020,2675,452,R$ 553.24,R$ 201.52,"R$ 1,648.93","R$ 2,403.70"
8/2020,2685,880,R$ 244.77,R$ 108.94,R$ 698.99,"R$ 1,052.70"
8/2020,2695,429,R$ 491.41,R$ 223.89,"R$ 1,821.22","R$ 2,536.51"
8/2020,2705,783,"R$ 3,918.61","R$ 2,018.68","R$ 10,418.89","R$ 16,356.18"
8/2020,2715,304,"R$ 3,439.38","R$ 1,574.29","R$ 10,179.27","R$ 15,192.94"
8/2020,2725,653,"R$ 1,742.34",R$ 621.76,"R$ 6,799.07","R$ 9,163.17"
8/2020,2735,460,R$ 582.43,R$ 220.92,"R$ 1,498.51","R$ 2,301.86"
8/2020,2745,424,R$ 704.16,R$ 364.37,"R$ 2,493.26","R$ 3,561.79"
8/2020,2755,332,R$ 570.10,R$ 267.05,"R$ 1,916.66","R$ 2,753.82"
8/2020,2765,261,R$ 315.93,R$ 167.14,R$ 893.22,"R$ 1,376.29"
8/2020,2775,426,R$ 295.85,R$ 112.22,R$ 863.18,"R$ 1,271.25"
8/2020,2785,321,R$ 149.25,R$ 55.49,R$ 429.15,R$ 633.90
8/2020,2795,367,"R$ 2,441.81","R$ 1,241.17","R$ 9,060.89","R$ 12,743.87"
8/2020,2805,374,R$ 49.86,R$ 19.00,R$ 149.73,R$ 218.59
8/2020,2815,831,"R$ 1,287.20",R$ 559.58,"R$ 4,820.29","R$ 6,667.07"
8/2020,2825,589,"R$ 1,024.77",R$ 486.69,"R$ 3,027.44","R$ 4,538.89"
8/2020,2835,627,R$ 957.17,R$ 363.06,"R$ 2,473.53","R$ 3,793.77"
8/2020,2845,370,"R$ 1,624.87",R$ 610.17,"R$ 4,793.39","R$ 7,028.42"
8/2020,2855,388,"R$ 6,781.71","R$ 3,416.34","R$ 18,773.69","R$ 28,971.74"
8/2020,2865,153,R$ 71.95,R$ 37.39,R$ 242.25,R$ 351.60
8/2020,2875,322,R$ 103.35,R$ 52.07,R$ 413.88,R$ 569.30
8/2020,2885,483,R$ 529.68,R$ 214.25,"R$ 1,412.41","R$ 2,156.35"
8/2020,2895,332,R$ 481.64,R$ 203.48,"R$ 1,207.49","R$ 1,892.61"
8/2020,2905,277,"R$ 1,393.69",R$ 747.16,"R$ 3,872.77","R$ 6,013.61"
8/2020,2915,244,R$ 176.64,R$ 77.89,R$ 632.33,R$ 886.86
8/2020,2925,597,"R$ 1,369.49",R$ 509.10,"R$ 5,237.26","R$ 7,115.85"
8/2020,2935,295,R$ 286.81,R$ 115.44,R$ 854.77,"R$ 1,257.02"
8/2020,2945,386,"R$ 1,258.03",R$ 578.51,"R$ 3,831.81","R$ 5,668.35"
8/2020,2955,546,R$ 218.88,R$ 109.76,R$ 552.44,R$ 881.09
8/2020,2965,585,"R$ 2,404.37","R$ 1,110.79","R$ 7,136.86","R$ 10,652.02"
8/2020,2975,278,R$ 79.11,R$ 33.91,R$ 225.34,R$ 338.35
8/2020,2985,298,R$ 752.31,R$ 295.47,"R$ 1,963.07","R$ 3,010.84"
8/2020,2995,428,R$ 167.83,R$ 66.90,R$ 404.86,R$ 639.59
8/2020,3005,302,R$ 83.12,R$ 38.05,R$ 321.05,R$ 442.22
8/2020,3015,270,R$ 273.26,R$ 143.93,R$ 874.42,"R$ 1,291.60"
8/2020,3025,111,R$ 471.94,R$ 198.44,"R$ 1,348.82","R$ 2,019.20"
8/2020,3035,414,"R$ 1,258.09",R$ 614.07,"R$ 3,371.98","R$ 5,244.13"
8/2020,3045,166,R$ 44.35,R$ 23.78,R$ 120.59,R$ 188.72
8/2020,3055,155,R$ 181.55,R$ 79.67,R$ 665.07,R$ 926.28
8/2020,3065,639,R$ 464.93,R$ 194.54,"R$ 1,440.76","R$ 2,100.23"
8/2020,3075,359,R$ 235.32,R$ 112.27,R$ 738.61,"R$ 1,086.19"
8/2020,3085,257,R$ 45.19,R$ 19.46,R$ 111.51,R$ 176.16
8/2020,3095,408,"R$ 1,731.22",R$ 707.11,"R$ 5,743.99","R$ 8,182.33"
8/2020,3105,310,R$ 131.45,R$ 49.36,R$ 301.35,R$ 482.16
8/2020,3115,885,R$ 179.75,R$ 86.16,R$ 635.47,R$ 901.38
8/2020,3125,512,R$ 114.87,R$ 58.13,R$ 385.07,R$ 558.08
8/2020,3135,509,"R$ 1,538.68",R$ 571.99,"R$ 5,677.76","R$ 7,788.42"
8/2020,3145,480,R$ 169.93,R$ 68.40,R$ 520.67,R$ 758.99
8/2020,3155,55,R$ 167.58,R$ 84.81,R$ 617.90,R$ 870.29
8/2020,3165,602,R$ 113.92,R$ 53.61,R$ 446.14,R$ 613.67
8/2020,3175,552,R$ 203.38,R$ 79.10,R$ 597.49,R$ 879.97
8/2020,3185,619,"R$ 4,002.83","R$ 1,525.95","R$ 9,702.03","R$ 15,230.81"
8/2020,3195,521,R$ 81.42,R$ 34.40,R$ 205.01,R$ 320.82
8/2020,3205,265,"R$ 2,089.07","R$ 1,095.48","R$ 5,330.30","R$ 8,514.85"
8/2020,3215,683,R$ 599.84,R$ 283.58,"R$ 1,478.65","R$ 2,362.06"
8/2020,3225,166,R$ 59.79,R$ 24.42,R$ 155.05,R$ 239.27
8/2020,3235,435,R$ 128.18,R$ 45.28,R$ 373.72,R$ 547.18
8/2020,3245,427,R$ 815.92,R$ 292.67,"R$ 2,952.16","R$ 4,060.75"
8/2020,3255,316,R$ 95.40,R$ 44.48,R$ 340.80,R$ 480.68
8/2020,3265,222,"R$ 2,000.37",R$ 928.43,"R$ 5,511.53","R$ 8,440.32"
8/2020,3275,914,R$ 69.54,R$ 24.94,R$ 280.44,R$ 374.92
8/2020,3285,1018,"R$ 1,349.48",R$ 527.40,"R$ 4,379.41","R$ 6,256.30"
8/2020,3295,518,R$ 147.68,R$ 68.23,R$ 595.76,R$ 811.67
8/2020,3305,455,R$ 490.78,R$ 229.90,"R$ 1,411.52","R$ 2,132.20"
8/2020,3315,514,R$ 206.27,R$ 107.21,R$ 822.32,"R$ 1,135.80"
8/2020,3325,381,R$ 560.11,R$ 293.72,"R$ 1,882.81","R$ 2,736.64"
8/2020,3335,203,R$ 208.77,R$ 88.20,R$ 836.51,"R$ 1,133.48"
8/2020,3345,409,R$ 357.37,R$ 180.83,"R$ 1,470.00","R$ 2,008.21"
8/2020,3355,566,R$ 780.43,R$ 379.20,"R$ 2,852.95","R$ 4,012.59"
8/2020,3365,376,R$ 301.20,R$ 147.69,R$ 808.50,"R$ 1,257.38"
8/2020,3375,96,R$ 44.61,R$ 16.67,R$ 102.57,R$ 163.86
8/2020,3385,703,R$ 324.47,R$ 118.19,R$ 999.22,"R$ 1,441.88"
